station;species;fraction;density_50cm3;raw_density
st4;Hippocrepina sp.;125-150;0;0
st4;Hormosina globulifera;125-150;0;0
st4;Labrospira crassimargo;125-150;0.785950336;1
st4;Lagenammina difflugiformis;125-150;0;0
st4;Leptohalysis scottii;125-150;0.785950336;1
st4;Paratrochammina sp.;125-150;0;0
st4;Psammosphaera fusca;125-150;6.28760269;8
st4;Recurvoides turbinatus;125-150;0;0
st4;Reophax fusiformis;125-150;14.93305639;19
st4;Reophax catella;125-150;0;0
st4;Reophax scorpiurus;125-150;0;0
st4;Reophax sp.;125-150;0;0
st4;Saccammina cf. sphaerica;125-150;0;0
st4;Silicosigmoilina groenlandica;125-150;0;0
st4;Siphonaperta agglutinata;125-150;1.571900673;2
st4;Spiroplectammina biformis;125-150;25.9363611;33
st4;Textularia earlandi;125-150;29.08016244;37
st4;Textularia torquata;125-150;0;0
st4;Trochammina inflata;125-150;0;0
st4;Trochammina sp.;125-150;0;0
st5;Ammonia sp.;125-150;0;0
st5;Astrononion galloway;125-150;3.929751681;5
st5;Astrononion sp.;125-150;0;0
st5;Baculogypsinoides sp.;125-150;0;0
st5;Bolivina pseudopunctata;125-150;0.785950336;1
st5;Buccella sp.;125-150;0;0
st5;Buccella frigida;125-150;0;0
st5;Cassidulina reniforme;125-150;14.93305639;19
st5;Cassidulina sp.;125-150;0;0
st5;Cassidulina sp. morphotype 1;125-150;0;0
st5;Cassidulina sp. morphotype 2;125-150;2.357851009;3
st5;Cassidulina neoteretis;125-150;0;0
st5;Cibicides bertheloti;125-150;0;0
st5;Cibicidoides lobatulus;125-150;0.785950336;1
st5;Dentalina ittai;125-150;0;0
st5;Discorbina sp.;125-150;0;0
st5;Elphidium bartletti;125-150;0;0
st5;Elphidium clavatum;125-150;0.785950336;1
st5;Elphidium sp.;125-150;0;0
st5;Epistominella exigua;125-150;5.501652354;7
st5;Eponides sp.;125-150;0;0
st5;Fissurina sp.;125-150;0;0
st5;Globobulimina auriculata;125-150;0;0
st5;Globobulimina sp.;125-150;0;0
st5;Globocassidulina sp.;125-150;0;0
st5;Hyalinonetrion sp.;125-150;0;0
st5;Islandiella helenae;125-150;4.715702018;6
st5;Islandiella norcrossi;125-150;0;0
st5;Islandiella sp.;125-150;1.571900673;2
st5;Lagena striata;125-150;0;0
st5;Lotostomoides calomorphum;125-150;0.785950336;1
st5;Nonion commune;125-150;0;0
st5;Nonion sp.;125-150;0;0
st5;Nonionella digitata;125-150;0;0
st5;Nonionella turgida;125-150;0;0
st5;Nonionellina labradorica;125-150;78.59503363;100
st5;Procerolagena gracilis (strie);125-150;1.571900673;2
st5;Pullenia cf osloensis;125-150;75.45123228;96
st5;Melonis pompilioides;125-150;28.29421211;36
st5;Pyrulina cilindroides;125-150;0;0
st5;Pyrulina sp.;125-150;0;0
st5;Robertina arctica;125-150;0;0
st5;Stainforthia feylingi;125-150;0;0
st5;Stainforthia loeblichi;125-150;11.78925504;15
st5;Trifarina fluens;125-150;0.785950336;1
st5;Cornuspira foliacea;125-150;0;0
st5;Cornuspira involvens;125-150;0;0
st5;Cornuspira sp.;125-150;0;0
st5;Miliolinella circularis;125-150;0;0
st5;Miliolinella sp.;125-150;0;0
st5;Miliolinella sp. juvanile;125-150;0;0
st5;Pyrgo williamsoni;125-150;16.50495706;21
st5;Quinqueloculina arctica;125-150;0;0
st5;Quinqueloculina seminula;125-150;18.86280807;24
st5;Quinqueloculina stalkeri;125-150;7.859503363;10
st5;Triloculina oblonga;125-150;0;0
st5;Triloculina trihedra;125-150;3.929751681;5
st5;Adercotryma glomeratum;125-150;10.21735437;13
st5;Ammodiscus sp.;125-150;0.785950336;1
st5;Ammotium cassis;125-150;0;0
st5;Capsammina bowmanni;125-150;0;0
st5;Cuneata arctica;125-150;0;0
st5;Eggerella advena;125-150;0;0
st5;Glomospira sp.;125-150;0;0
st5;Haplophragmoides sp.;125-150;1.571900673;2
st5;Hippocrepina sp.;125-150;0;0
st5;Hormosina globulifera;125-150;0;0
st5;Labrospira crassimargo;125-150;0.785950336;1
st5;Lagenammina difflugiformis;125-150;8.645453699;11
st5;Leptohalysis scottii;125-150;1.571900673;2
st5;Paratrochammina sp.;125-150;0;0
st5;Psammosphaera fusca;125-150;1.571900673;2
st5;Recurvoides turbinatus;125-150;5.501652354;7
st5;Reophax fusiformis;125-150;32.22396379;41
st5;Reophax catella;125-150;0;0
st5;Reophax scorpiurus;125-150;0;0
st5;Reophax sp.;125-150;0;0
st5;Saccammina cf. sphaerica;125-150;0;0
st5;Silicosigmoilina groenlandica;125-150;7.073553026;9
st5;Siphonaperta agglutinata;125-150;13.36115572;17
st5;Spiroplectammina biformis;125-150;0;0
st5;Textularia earlandi;125-150;7.073553026;9
st5;Textularia torquata;125-150;0;0
st5;Trochammina inflata;125-150;1.571900673;2
st5;Trochammina sp.;125-150;0.785950336;1
st6;Ammonia sp.;125-150;0;0
st6;Astrononion galloway;125-150;0;0
st6;Astrononion sp.;125-150;0;0
st6;Baculogypsinoides sp.;125-150;0;0
st6;Bolivina pseudopunctata;125-150;0;0
st6;Buccella sp.;125-150;0;0
st6;Buccella frigida;125-150;0;0
st6;Cassidulina reniforme;125-150;21.22065908;27
st6;Cassidulina sp.;125-150;0;0
st6;Cassidulina sp. morphotype 1;125-150;0;0
st6;Cassidulina sp. morphotype 2;125-150;3.929751681;5
st6;Cassidulina neoteretis;125-150;0;0
st6;Cibicides bertheloti;125-150;0;0
st6;Cibicidoides lobatulus;125-150;0;0
st6;Dentalina ittai;125-150;0;0
st6;Discorbina sp.;125-150;0;0
st6;Elphidium bartletti;125-150;0;0
st6;Elphidium clavatum;125-150;0;0
st6;Elphidium sp.;125-150;0;0
st6;Epistominella exigua;125-150;3.143801345;4
st6;Eponides sp.;125-150;0;0
st6;Fissurina sp.;125-150;0;0
st6;Globobulimina auriculata;125-150;0;0
st6;Globobulimina sp.;125-150;0;0
st6;Globocassidulina sp.;125-150;0;0
st6;Hyalinonetrion sp.;125-150;0;0
st6;Islandiella helenae;125-150;4.715702018;6
st6;Islandiella norcrossi;125-150;3.143801345;4
st6;Islandiella sp.;125-150;11.00330471;14
st6;Lagena striata;125-150;0;0
st6;Lotostomoides calomorphum;125-150;0;0
st6;Nonion commune;125-150;0;0
st6;Nonion sp.;125-150;0;0
st6;Nonionella digitata;125-150;0;0
st6;Nonionella turgida;125-150;0;0
st6;Nonionellina labradorica;125-150;29.08016244;37
st6;Procerolagena gracilis (strie);125-150;2.357851009;3
st6;Pullenia cf osloensis;125-150;14.14710605;18
st6;Melonis pompilioides;125-150;13.36115572;17
st6;Pyrulina cilindroides;125-150;0;0
st6;Pyrulina sp.;125-150;0;0
st6;Robertina arctica;125-150;0;0
st6;Stainforthia feylingi;125-150;0;0
st6;Stainforthia loeblichi;125-150;7.859503363;10
st6;Trifarina fluens;125-150;0.785950336;1
st6;Cornuspira foliacea;125-150;0;0
st6;Cornuspira involvens;125-150;0;0
st6;Cornuspira sp.;125-150;0;0
st6;Miliolinella circularis;125-150;0;0
st6;Miliolinella sp.;125-150;2.357851009;3
st6;Miliolinella sp. juvanile;125-150;0;0
st6;Pyrgo williamsoni;125-150;0;0
st6;Quinqueloculina arctica;125-150;0;0
st6;Quinqueloculina seminula;125-150;6.28760269;8
st6;Quinqueloculina stalkeri;125-150;10.21735437;13
st6;Triloculina oblonga;125-150;0;0
st6;Triloculina trihedra;125-150;2.357851009;3
st6;Adercotryma glomeratum;125-150;138.3272592;176
st6;Ammodiscus sp.;125-150;3.929751681;5
st6;Ammotium cassis;125-150;0;0
st6;Capsammina bowmanni;125-150;4.715702018;6
st6;Cuneata arctica;125-150;0.785950336;1
st6;Eggerella advena;125-150;0.785950336;1
st6;Glomospira sp.;125-150;1.571900673;2
st6;Haplophragmoides sp.;125-150;0;0
st6;Hippocrepina sp.;125-150;0.785950336;1
st6;Hormosina globulifera;125-150;0;0
st6;Labrospira crassimargo;125-150;0.785950336;1
st6;Lagenammina difflugiformis;125-150;17.2909074;22
st6;Leptohalysis scottii;125-150;0;0
st6;Paratrochammina sp.;125-150;0;0
st6;Psammosphaera fusca;125-150;0.785950336;1
st6;Recurvoides turbinatus;125-150;3.929751681;5
st6;Reophax fusiformis;125-150;20.43470874;26
st6;Reophax catella;125-150;0;0
st6;Reophax scorpiurus;125-150;0;0
st6;Reophax sp.;125-150;0;0
st6;Saccammina cf. sphaerica;125-150;0;0
st6;Silicosigmoilina groenlandica;125-150;2.357851009;3
st6;Siphonaperta agglutinata;125-150;0.785950336;1
st6;Spiroplectammina biformis;125-150;0.785950336;1
st6;Textularia earlandi;125-150;0.785950336;1
st6;Textularia torquata;125-150;0;0
st6;Trochammina inflata;125-150;0.785950336;1
st6;Trochammina sp.;125-150;1.571900673;2
st7;Ammonia sp.;125-150;0;0
st7;Astrononion galloway;125-150;5.501652354;7
st7;Astrononion sp.;125-150;0;0
st7;Baculogypsinoides sp.;125-150;0;0
st7;Bolivina pseudopunctata;125-150;0;0
st7;Buccella sp.;125-150;0;0
st7;Buccella frigida;125-150;0;0
st7;Cassidulina reniforme;125-150;125.7520538;160
st7;Cassidulina sp.;125-150;0;0
st7;Cassidulina sp. morphotype 1;125-150;0;0
st7;Cassidulina sp. morphotype 2;125-150;0;0
st7;Cassidulina neoteretis;125-150;0;0
st7;Cibicides bertheloti;125-150;0;0
st7;Cibicidoides lobatulus;125-150;0;0
st7;Dentalina ittai;125-150;0;0
st7;Discorbina sp.;125-150;0;0
st7;Elphidium bartletti;125-150;0;0
st7;Elphidium clavatum;125-150;11.00330471;14
st7;Elphidium sp.;125-150;0;0
st7;Epistominella exigua;125-150;0;0
st7;Eponides sp.;125-150;0;0
st7;Fissurina sp.;125-150;0;0
st7;Globobulimina auriculata;125-150;0;0
st7;Globobulimina sp.;125-150;0;0
st7;Globocassidulina sp.;125-150;0;0
st7;Hyalinonetrion sp.;125-150;1.571900673;2
st7;Islandiella helenae;125-150;0;0
st7;Islandiella norcrossi;125-150;0;0
st7;Islandiella sp.;125-150;0;0
st7;Lagena striata;125-150;0;0
st7;Lotostomoides calomorphum;125-150;0;0
st7;Nonion commune;125-150;0;0
st7;Nonion sp.;125-150;0;0
st7;Nonionella digitata;125-150;0;0
st7;Nonionella turgida;125-150;0;0
st7;Nonionellina labradorica;125-150;0;0
st7;Procerolagena gracilis (strie);125-150;0;0
st7;Pullenia cf osloensis;125-150;0;0
st7;Melonis pompilioides;125-150;0;0
st7;Pyrulina cilindroides;125-150;0;0
st7;Pyrulina sp.;125-150;0;0
st7;Robertina arctica;125-150;0;0
st7;Stainforthia feylingi;125-150;0;0
st7;Stainforthia loeblichi;125-150;0;0
st7;Trifarina fluens;125-150;0;0
st7;Cornuspira foliacea;125-150;0;0
st7;Cornuspira involvens;125-150;0;0
st7;Cornuspira sp.;125-150;0;0
st7;Miliolinella circularis;125-150;0;0
st7;Miliolinella sp.;125-150;0;0
st7;Miliolinella sp. juvanile;125-150;0;0
st7;Pyrgo williamsoni;125-150;0;0
st7;Quinqueloculina arctica;125-150;0;0
st7;Quinqueloculina seminula;125-150;0;0
st7;Quinqueloculina stalkeri;125-150;3.143801345;4
st7;Triloculina oblonga;125-150;0;0
st7;Triloculina trihedra;125-150;0;0
st7;Adercotryma glomeratum;125-150;0;0
st7;Ammodiscus sp.;125-150;0;0
st7;Ammotium cassis;125-150;0;0
st7;Capsammina bowmanni;125-150;289.2297237;368
st7;Cuneata arctica;125-150;0;0
st7;Eggerella advena;125-150;0;0
st7;Glomospira sp.;125-150;0;0
st7;Haplophragmoides sp.;125-150;0;0
st7;Hippocrepina sp.;125-150;0;0
st7;Hormosina globulifera;125-150;0;0
st7;Labrospira crassimargo;125-150;0;0
st7;Lagenammina difflugiformis;125-150;0;0
st7;Leptohalysis scottii;125-150;0;0
st7;Paratrochammina sp.;125-150;0;0
st7;Psammosphaera fusca;125-150;0;0
st7;Recurvoides turbinatus;125-150;0;0
st7;Reophax fusiformis;125-150;0;0
st7;Reophax catella;125-150;0;0
st7;Reophax scorpiurus;125-150;0;0
st7;Reophax sp.;125-150;0;0
st7;Saccammina cf. sphaerica;125-150;0;0
st7;Silicosigmoilina groenlandica;125-150;0;0
st7;Siphonaperta agglutinata;125-150;0;0
st7;Spiroplectammina biformis;125-150;1.571900673;2
st7;Textularia earlandi;125-150;2.357851009;3
st7;Textularia torquata;125-150;0;0
st7;Trochammina inflata;125-150;0;0
st7;Trochammina sp.;125-150;0;0
st8;Ammonia sp.;125-150;0;0
st8;Astrononion galloway;125-150;58.16032488;74
st8;Astrononion sp.;125-150;0.785950336;1
st8;Baculogypsinoides sp.;125-150;0;0
st8;Bolivina pseudopunctata;125-150;0;0
st8;Buccella sp.;125-150;1.571900673;2
st8;Buccella frigida;125-150;0;0
st8;Cassidulina reniforme;125-150;44.79916917;57
st8;Cassidulina sp.;125-150;0;0
st8;Cassidulina sp. morphotype 1;125-150;0;0
st8;Cassidulina sp. morphotype 2;125-150;4.715702018;6
st8;Cassidulina neoteretis;125-150;0;0
st8;Cibicides bertheloti;125-150;1.571900673;2
st8;Cibicidoides lobatulus;125-150;4.715702018;6
st8;Dentalina ittai;125-150;0;0
st8;Discorbina sp.;125-150;0;0
st8;Elphidium bartletti;125-150;0;0
st8;Elphidium clavatum;125-150;0;0
st8;Elphidium sp.;125-150;0;0
st8;Epistominella exigua;125-150;6.28760269;8
st8;Eponides sp.;125-150;0;0
st8;Fissurina sp.;125-150;0;0
st8;Globobulimina auriculata;125-150;0;0
st8;Globobulimina sp.;125-150;9.431404035;12
st8;Globocassidulina sp.;125-150;0.785950336;1
st8;Hyalinonetrion sp.;125-150;0;0
st8;Islandiella helenae;125-150;7.073553026;9
st8;Islandiella norcrossi;125-150;0.785950336;1
st8;Islandiella sp.;125-150;15.71900673;20
st8;Lagena striata;125-150;3.143801345;4
st8;Lotostomoides calomorphum;125-150;0;0
st8;Nonion commune;125-150;0;0
st8;Nonion sp.;125-150;0;0
st8;Nonionella digitata;125-150;1.571900673;2
st8;Nonionella turgida;125-150;0;0
st8;Nonionellina labradorica;125-150;192.5578324;245
st8;Procerolagena gracilis (strie);125-150;1.571900673;2
st8;Pullenia cf osloensis;125-150;41.65536782;53
st8;Melonis pompilioides;125-150;51.08677186;65
st8;Pyrulina cilindroides;125-150;0;0
st8;Pyrulina sp.;125-150;1.571900673;2
st8;Robertina arctica;125-150;1.571900673;2
st8;Stainforthia feylingi;125-150;0;0
st8;Stainforthia loeblichi;125-150;25.9363611;33
st8;Trifarina fluens;125-150;2.357851009;3
st8;Cornuspira foliacea;125-150;0;0
st8;Cornuspira involvens;125-150;2.357851009;3
st8;Cornuspira sp.;125-150;1.571900673;2
st8;Miliolinella circularis;125-150;1.571900673;2
st8;Miliolinella sp.;125-150;1.571900673;2
st8;Miliolinella sp. juvanile;125-150;0;0
st8;Pyrgo williamsoni;125-150;26.72231143;34
st8;Quinqueloculina arctica;125-150;0;0
st8;Quinqueloculina seminula;125-150;6.28760269;8
st8;Quinqueloculina stalkeri;125-150;19.64875841;25
st8;Triloculina oblonga;125-150;0;0
st8;Triloculina trihedra;125-150;0;0
st8;Adercotryma glomeratum;125-150;121.8223021;155
st8;Ammodiscus sp.;125-150;0;0
st8;Ammotium cassis;125-150;0;0
st8;Capsammina bowmanni;125-150;0;0
st8;Cuneata arctica;125-150;0;0
st8;Eggerella advena;125-150;0;0
st8;Glomospira sp.;125-150;2.357851009;3
st8;Haplophragmoides sp.;125-150;0;0
st8;Hippocrepina sp.;125-150;1.571900673;2
st8;Hormosina globulifera;125-150;0;0
st8;Labrospira crassimargo;125-150;0;0
st8;Lagenammina difflugiformis;125-150;12.57520538;16
st8;Leptohalysis scottii;125-150;0;0
st8;Paratrochammina sp.;125-150;0;0
st8;Psammosphaera fusca;125-150;3.143801345;4
st8;Recurvoides turbinatus;125-150;5.501652354;7
st8;Reophax fusiformis;125-150;13.36115572;17
st8;Reophax catella;125-150;0;0
st8;Reophax scorpiurus;125-150;0;0
st8;Reophax sp.;125-150;0;0
st8;Saccammina cf. sphaerica;125-150;0;0
st8;Silicosigmoilina groenlandica;125-150;0;0
st8;Siphonaperta agglutinata;125-150;3.929751681;5
st8;Spiroplectammina biformis;125-150;0;0
st8;Textularia earlandi;125-150;0;0
st8;Textularia torquata;125-150;0;0
st8;Trochammina inflata;125-150;3.143801345;4
st8;Trochammina sp.;125-150;0;0
st9;Ammonia sp.;125-150;0;0
st9;Astrononion galloway;125-150;7.073553026;9
st9;Astrononion sp.;125-150;0;0
st9;Baculogypsinoides sp.;125-150;0;0
st9;Bolivina pseudopunctata;125-150;0;0
st9;Buccella sp.;125-150;0;0
st9;Buccella frigida;125-150;0;0
st9;Cassidulina reniforme;125-150;59.73222556;76
st9;Cassidulina sp.;125-150;0;0
st9;Cassidulina sp. morphotype 1;125-150;0;0
st9;Cassidulina sp. morphotype 2;125-150;0;0
st9;Cassidulina neoteretis;125-150;0;0
st9;Cibicides bertheloti;125-150;0.785950336;1
st9;Cibicidoides lobatulus;125-150;3.929751681;5
st9;Dentalina ittai;125-150;0;0
st9;Discorbina sp.;125-150;0;0
st9;Elphidium bartletti;125-150;0;0
st9;Elphidium clavatum;125-150;0;0
st9;Elphidium sp.;125-150;0;0
st9;Epistominella exigua;125-150;3.929751681;5
st9;Eponides sp.;125-150;0;0
st9;Fissurina sp.;125-150;0;0
st9;Globobulimina auriculata;125-150;0;0
st9;Globobulimina sp.;125-150;4.715702018;6
st9;Globocassidulina sp.;125-150;0.785950336;1
st9;Hyalinonetrion sp.;125-150;0;0
st9;Islandiella helenae;125-150;6.28760269;8
st9;Islandiella norcrossi;125-150;3.929751681;5
st9;Islandiella sp.;125-150;13.36115572;17
st9;Lagena striata;125-150;0;0
st9;Lotostomoides calomorphum;125-150;0;0
st9;Nonion commune;125-150;0;0
st9;Nonion sp.;125-150;0.785950336;1
st9;Nonionella digitata;125-150;0;0
st9;Nonionella turgida;125-150;0;0
st9;Nonionellina labradorica;125-150;40.08346715;51
st9;Procerolagena gracilis (strie);125-150;0;0
st9;Pullenia cf osloensis;125-150;2.357851009;3
st9;Melonis pompilioides;125-150;3.143801345;4
st9;Pyrulina cilindroides;125-150;0;0
st9;Pyrulina sp.;125-150;0;0
st9;Robertina arctica;125-150;0;0
st9;Stainforthia feylingi;125-150;0;0
st9;Stainforthia loeblichi;125-150;3.929751681;5
st9;Trifarina fluens;125-150;2.357851009;3
st9;Cornuspira foliacea;125-150;0;0
st9;Cornuspira involvens;125-150;0;0
st9;Cornuspira sp.;125-150;0;0
st9;Miliolinella circularis;125-150;0;0
st9;Miliolinella sp.;125-150;0;0
st9;Miliolinella sp. juvanile;125-150;0;0
st9;Pyrgo williamsoni;125-150;0;0
st9;Quinqueloculina arctica;125-150;0;0
st9;Quinqueloculina seminula;125-150;4.715702018;6
st9;Quinqueloculina stalkeri;125-150;11.78925504;15
st9;Triloculina oblonga;125-150;0;0
st9;Triloculina trihedra;125-150;0.785950336;1
st9;Adercotryma glomeratum;125-150;66.80577858;85
st9;Ammodiscus sp.;125-150;1.571900673;2
st9;Ammotium cassis;125-150;0;0
st9;Capsammina bowmanni;125-150;0;0
st9;Cuneata arctica;125-150;0.785950336;1
st9;Eggerella advena;125-150;0;0
st9;Glomospira sp.;125-150;2.357851009;3
st9;Haplophragmoides sp.;125-150;1.571900673;2
st9;Hippocrepina sp.;125-150;0;0
st9;Hormosina globulifera;125-150;0;0
st9;Labrospira crassimargo;125-150;0.785950336;1
st9;Lagenammina difflugiformis;125-150;15.71900673;20
st9;Leptohalysis scottii;125-150;0;0
st9;Paratrochammina sp.;125-150;0;0
st9;Psammosphaera fusca;125-150;6.28760269;8
st9;Recurvoides turbinatus;125-150;1.571900673;2
st9;Reophax fusiformis;125-150;27.50826177;35
st9;Reophax catella;125-150;0;0
st9;Reophax scorpiurus;125-150;0;0
st9;Reophax sp.;125-150;0;0
st9;Saccammina cf. sphaerica;125-150;0;0
st9;Silicosigmoilina groenlandica;125-150;0;0
st9;Siphonaperta agglutinata;125-150;0.785950336;1
st9;Spiroplectammina biformis;125-150;1.571900673;2
st9;Textularia earlandi;125-150;0;0
st9;Textularia torquata;125-150;0;0
st9;Trochammina inflata;125-150;1.571900673;2
st9;Trochammina sp.;125-150;0;0
st1;Ammonia sp.;>150;0;0
st1;Astrononion galloway;>150;0.785950336;1
st1;Astrononion sp.;>150;0;0
st1;Baculogypsinoides sp.;>150;0;0
st1;Bolivina pseudopunctata;>150;0;0
st1;Buccella sp.;>150;0;0
st1;Buccella frigida;>150;0;0
st1;Cassidulina reniforme;>150;44.01321883;56
st1;Cassidulina sp.;>150;0;0
st1;Cassidulina sp. morphotype 1;>150;3.143801345;4
st1;Cassidulina sp. morphotype 2;>150;0;0
st1;Cassidulina neoteretis;>150;0;0
st1;Cibicides bertheloti;>150;0;0
st1;Cibicidoides lobatulus;>150;0;0
st1;Dentalina ittai;>150;0;0
st1;Discorbina sp.;>150;0;0
st1;Elphidium bartletti;>150;0;0
st1;Elphidium clavatum;>150;0.785950336;1
st1;Elphidium sp.;>150;0;0
st1;Epistominella exigua;>150;0;0
st1;Eponides sp.;>150;0;0
st1;Fissurina sp.;>150;0;0
st1;Globobulimina auriculata;>150;0;0
st1;Globobulimina sp.;>150;0;0
st1;Globocassidulina sp.;>150;0;0
st1;Hyalinonetrion sp.;>150;0;0
st1;Islandiella helenae;>150;0.785950336;1
st1;Islandiella norcrossi;>150;0;0
st1;Islandiella sp.;>150;0;0
st1;Lagena striata;>150;0;0
st1;Lotostomoides calomorphum;>150;0;0
st1;Nonion commune;>150;0;0
st1;Nonion sp.;>150;0;0
st1;Nonionella digitata;>150;0;0
st1;Nonionella turgida;>150;0;0
st1;Nonionellina labradorica;>150;25.9363611;33
st1;Procerolagena gracilis (strie);>150;0;0
st1;Pullenia cf osloensis;>150;0;0
st1;Melonis pompilioides;>150;0;0
st1;Pyrulina cilindroides;>150;0;0
st1;Pyrulina sp.;>150;0;0
st1;Robertina arctica;>150;1.571900673;2
st1;Stainforthia feylingi;>150;0;0
st1;Stainforthia loeblichi;>150;0;0
st1;Trifarina fluens;>150;0;0
st1;Cornuspira foliacea;>150;0;0
st1;Cornuspira involvens;>150;0;0
st1;Cornuspira sp.;>150;0;0
st1;Miliolinella circularis;>150;0;0
st1;Miliolinella sp.;>150;0;0
st1;Miliolinella sp. juvanile;>150;0;0
st1;Pyrgo williamsoni;>150;0;0
st1;Quinqueloculina arctica;>150;0;0
st1;Quinqueloculina seminula;>150;0;0
st1;Quinqueloculina stalkeri;>150;7.073553026;9
st1;Triloculina oblonga;>150;1.571900673;2
st1;Triloculina trihedra;>150;0;0
st1;Adercotryma glomeratum;>150;0;0
st1;Ammodiscus sp.;>150;0;0
st1;Ammotium cassis;>150;0;0
st1;Capsammina bowmanni;>150;0;0
st1;Cuneata arctica;>150;1.571900673;2
st1;Eggerella advena;>150;0;0
st1;Glomospira sp.;>150;0;0
st1;Haplophragmoides sp.;>150;0;0
st1;Hippocrepina sp.;>150;0;0
st1;Hormosina globulifera;>150;0;0
st1;Labrospira crassimargo;>150;0;0
st1;Lagenammina difflugiformis;>150;7.073553026;9
st1;Leptohalysis scottii;>150;0;0
st1;Paratrochammina sp.;>150;0;0
st1;Psammosphaera fusca;>150;0;0
st1;Recurvoides turbinatus;>150;0;0
st1;Reophax fusiformis;>150;22.79255975;29
st1;Reophax catella;>150;0;0
st1;Reophax scorpiurus;>150;0;0
st1;Reophax sp.;>150;0;0
st1;Saccammina cf. sphaerica;>150;0;0
st1;Silicosigmoilina groenlandica;>150;0;0
st1;Siphonaperta agglutinata;>150;0;0
st1;Spiroplectammina biformis;>150;7.859503363;10
st1;Textularia earlandi;>150;8.645453699;11
st1;Textularia torquata;>150;0;0
st1;Trochammina inflata;>150;0;0
st1;Trochammina sp.;>150;0;0
st2;Ammonia sp.;>150;0;0
st2;Astrononion galloway;>150;0;0
st2;Astrononion sp.;>150;0;0
st2;Baculogypsinoides sp.;>150;0;0
st2;Bolivina pseudopunctata;>150;0;0
st2;Buccella sp.;>150;0;0
st2;Buccella frigida;>150;0;0
st2;Cassidulina reniforme;>150;0.785950336;1
st2;Cassidulina sp.;>150;0;0
st2;Cassidulina sp. morphotype 1;>150;0;0
st2;Cassidulina sp. morphotype 2;>150;0;0
st2;Cassidulina neoteretis;>150;0;0
st2;Cibicides bertheloti;>150;0;0
st2;Cibicidoides lobatulus;>150;0;0
st2;Dentalina ittai;>150;0;0
st2;Discorbina sp.;>150;0;0
st2;Elphidium bartletti;>150;0;0
st2;Elphidium clavatum;>150;0.785950336;1
st2;Elphidium sp.;>150;0;0
st2;Epistominella exigua;>150;0;0
st2;Eponides sp.;>150;0;0
st2;Fissurina sp.;>150;0;0
st2;Globobulimina auriculata;>150;0;0
st2;Globobulimina sp.;>150;0;0
st2;Globocassidulina sp.;>150;0;0
st2;Hyalinonetrion sp.;>150;0;0
st2;Islandiella helenae;>150;0;0
st2;Islandiella norcrossi;>150;0;0
st2;Islandiella sp.;>150;0;0
st2;Lagena striata;>150;0;0
st2;Lotostomoides calomorphum;>150;0;0
st2;Nonion commune;>150;0;0
st2;Nonion sp.;>150;0;0
st2;Nonionella digitata;>150;0;0
st2;Nonionella turgida;>150;0;0
st2;Nonionellina labradorica;>150;0;0
st2;Procerolagena gracilis (strie);>150;0;0
st2;Pullenia cf osloensis;>150;0;0
st2;Melonis pompilioides;>150;0;0
st2;Pyrulina cilindroides;>150;0;0
st2;Pyrulina sp.;>150;0;0
st2;Robertina arctica;>150;0;0
st2;Stainforthia feylingi;>150;0;0
st2;Stainforthia loeblichi;>150;0;0
st2;Trifarina fluens;>150;0;0
st2;Cornuspira foliacea;>150;0;0
st2;Cornuspira involvens;>150;0;0
st2;Cornuspira sp.;>150;0;0
st2;Miliolinella circularis;>150;0;0
st2;Miliolinella sp.;>150;0;0
st2;Miliolinella sp. juvanile;>150;0;0
st2;Pyrgo williamsoni;>150;0;0
st2;Quinqueloculina arctica;>150;0;0
st2;Quinqueloculina seminula;>150;0;0
st2;Quinqueloculina stalkeri;>150;8.645453699;11
st2;Triloculina oblonga;>150;0;0
st2;Triloculina trihedra;>150;0;0
st2;Adercotryma glomeratum;>150;0;0
st2;Ammodiscus sp.;>150;0;0
st2;Ammotium cassis;>150;0;0
st2;Capsammina bowmanni;>150;182.340478;232
st2;Cuneata arctica;>150;0;0
st2;Eggerella advena;>150;0;0
st2;Glomospira sp.;>150;0;0
st2;Haplophragmoides sp.;>150;0;0
st2;Hippocrepina sp.;>150;0;0
st2;Hormosina globulifera;>150;0;0
st2;Labrospira crassimargo;>150;0;0
st2;Lagenammina difflugiformis;>150;0;0
st2;Leptohalysis scottii;>150;0;0
st2;Paratrochammina sp.;>150;0;0
st2;Psammosphaera fusca;>150;0;0
st2;Recurvoides turbinatus;>150;0;0
st2;Reophax fusiformis;>150;0;0
st2;Reophax catella;>150;0;0
st2;Reophax scorpiurus;>150;0;0
st2;Reophax sp.;>150;0;0
st2;Saccammina cf. sphaerica;>150;37.72561614;48
st2;Silicosigmoilina groenlandica;>150;0;0
st2;Siphonaperta agglutinata;>150;0;0
st2;Spiroplectammina biformis;>150;0;0
st2;Textularia earlandi;>150;4.715702018;6
st2;Textularia torquata;>150;0;0
st2;Trochammina inflata;>150;0;0
st2;Trochammina sp.;>150;0;0
st3;Ammonia sp.;>150;0;0
st3;Astrononion galloway;>150;15.71900673;20
st3;Astrononion sp.;>150;0;0
st3;Baculogypsinoides sp.;>150;0;0
st3;Bolivina pseudopunctata;>150;0;0
st3;Buccella sp.;>150;0;0
st3;Buccella frigida;>150;0;0
st3;Cassidulina reniforme;>150;12.57520538;16
st3;Cassidulina sp.;>150;0;0
